-0,000019
-0,000026
0,000047
-0,000065
-0,000102
-0,000114
0,000125
0,000151
-0,000158
-0,000176
-0,000185
0,000197
-0,000216
0,000219
-0,000221
0,000238
-0,000248
0,000264
0,000267
-0,000270
-0,000288
0,000297
-0,000312
0,000328
-0,000407
-0,000413
-0,000420
0,000438
-0,000446
0,000474
-0,000490
-0,000498
0,000499
0,000508
-0,000516
0,000533
0,000538
-0,000543
-0,000544
-0,000557
-0,000563
-0,000615
-0,000628
0,000631
-0,000634
-0,000683
-0,000683
0,000695
0,000704
-0,000710
0,000722
-0,000723
0,000737
0,000778
0,000788
0,000806
-0,000830
-0,000845
-0,000860
-0,000868
0,000881
0,000946
-0,000959
-0,000968
0,001014
0,001023
-0,001026
0,001052
-0,001054
-0,001057
0,001067
-0,001071
-0,001151
-0,001171
0,001175
0,001195
-0,001200
-0,001226
0,001242
-0,001260
-0,001260
0,001286
-0,001292
0,001311
0,001312
-0,001314
0,001357
-0,001365
0,001389
0,001389
-0,001401
-0,001416
-0,001428
0,001454
0,001467
0,001474
-0,001494
-0,001507
0,001518
-0,001532
0,001573
-0,001576
-0,001576
-0,001591
-0,001596
0,001614
-0,001650
-0,001664
0,001664
-0,001667
0,001678
0,001679
-0,001680
-0,001692
0,001729
-0,001736
-0,001749
0,001753
0,001776
0,001781
0,001791
-0,001801
0,001816
0,001817
0,001846
0,001871
-0,001882
-0,001892
-0,001900
-0,001910
-0,001921
0,001926
0,001937
0,001940
0,001974
-0,002004
0,002008
0,002011
-0,002022
0,002050
0,002059
-0,002066
0,002069
-0,002082
-0,002085
0,002086
0,002094
0,002113
0,002128
0,002141
0,002163
-0,002163
-0,002192
-0,002192
-0,002199
0,002214
0,002263
0,002268
0,002281
-0,002288
-0,002289
-0,002311
0,002316
-0,002321
-0,002322
-0,002328
-0,002337
0,002355
0,002361
0,002366
0,002384
0,002387
-0,002401
0,002408
-0,002433
-0,002442
0,002447
-0,002454
-0,002458
0,002470
0,002504
-0,002517
0,002533
-0,002571
0,002574
0,002579
-0,002585
0,002595
0,002606
-0,002612
-0,002620
0,002621
0,002645
-0,002650
0,002657
0,002662
-0,002672
-0,002674
0,002698
0,002699
0,002702
0,002709
0,002735
-0,002739
0,002741
-0,002744
-0,002749
0,002791
-0,002798
-0,002827
-0,002833
-0,002844
-0,002847
0,002859
-0,002861
0,002865
0,002871
0,002885
0,002885
-0,002889
-0,002899
-0,002900
-0,002907
-0,002916
-0,002947
-0,002949
-0,002960
0,002976
-0,002978
-0,002983
